0.2590477875477784	Gene218
0.08585209758698133	Gene20
0.07745742065428829	Gene79
0.06225922794771649	Gene59
0.05965365283670109	Gene22
0.04832198610894439	Gene52
0.04399429247751562	Gene214
0.03883672264282269	Gene210
0.02594510105971519	Gene143
0.023468910668770368	Gene28
0.02122678646211289	Gene152
0.01868291173391275	Gene148
0.018308631060968507	Gene42
0.017894755639887575	Gene131
0.01714716667466376	Gene30
0.016589021202065974	Gene38
0.015278148164199533	Gene98
0.014958525868225308	Gene200
0.01415757548636847	Gene216
0.010007491768603214	Gene144
0.00924688184389802	Gene126
0.00873387769896455	Gene166
0.008597444154914561	Gene2
0.007392104834656033	Gene169
0.006001651955836858	Gene199
0.005998477406332211	Gene106
0.005416001046610778	Gene104
0.004538263953244624	Gene121
0.004121071269702697	Gene72
0.004030890680698175	Gene7
0.0038630546791363508	Gene141
0.003807908649499716	Gene36
0.0036882958057349526	Gene12
0.003461252289965033	Gene71
0.0034233929836328535	Gene116
0.0032152530407758167	Gene88
0.0026851505495050568	Gene172
0.002010011658592075	Gene119
0.0017904235909764735	Gene68
0.001766446313203376	Gene100
0.0017211115865141634	Gene45
0.0015785603176026164	Gene91
0.0014357412981861287	Gene109
0.0013454573278455174	Gene111
0.0013309945423273602	Gene24
0.0011952963921650892	Gene188
0.0008928123309859033	Gene208
0.0008509493231798154	Gene130
0.0007746435197298126	Gene75
0.000582615091236377	Gene26
0.0005024026775009867	Gene101
0.000500330241493324	Gene184
0.00047173567157113235	Gene41
0.00040948762822341295	Gene57
0.0003886405844598005	Gene162
0.0003085224852611781	Gene203
0.0002375897960636321	Gene142
0.00021756692038035725	Gene23
0.00017977987688817609	Gene179
0.00017730491461699513	Gene73
0.00016066835174314664	Gene209
0.0001390108417879982	Gene5
0.0001303642337040662	Gene115
0.000125176858458992	Gene16
0.0001210855950015796	Gene31
0.00011182041941859958	Gene64
0.00011088167700300379	Gene146
0.00010227658063807132	Gene62
9.984124349298055e-05	Gene134
9.767282053714891e-05	Gene25
5.777482715552346e-05	Gene149
5.4574550437527904e-05	Gene168
5.1138850233544096e-05	Gene161
5.069485724046848e-05	Gene94
4.729262583378594e-05	Gene114
4.4546830702938976e-05	Gene133
4.144089498027867e-05	Gene211
4.066613792789191e-05	Gene61
3.770366801379949e-05	Gene204
2.981656829750448e-05	Gene139
2.9072045028141933e-05	Gene195
2.740202391956078e-05	Gene55
2.6245888780983574e-05	Gene10
2.0916255238241896e-05	Gene8
1.9479445790202635e-05	Gene85
1.9052522794292256e-05	Gene163
1.8589453958413453e-05	Gene132
1.68914420078187e-05	Gene93
1.489563975781091e-05	Gene46
1.3053439981784059e-05	Gene155
1.2302425251948183e-05	Gene206
1.2072226849409478e-05	Gene147
1.1234117839921526e-05	Gene164
1.099433384649912e-05	Gene186
1.0368598946333327e-05	Gene192
9.087749034409228e-06	Gene86
8.01683929404844e-06	Gene27
7.694813890904558e-06	Gene50
7.4862373966853455e-06	Gene176
7.3830688346621e-06	Gene95
7.2813812469115695e-06	Gene151
6.3638924439652194e-06	Gene177
5.9890867923670206e-06	Gene15
5.983066020154451e-06	Gene40
5.270930445802207e-06	Gene13
3.4975983483280695e-06	Gene21
3.299108750267772e-06	Gene110
3.2156525610467144e-06	Gene117
3.1082655946862694e-06	Gene189
2.9698890504983277e-06	Gene124
2.8770606408886476e-06	Gene136
1.9570939630341e-06	Gene48
1.586124131398672e-06	Gene202
1.5576059533533394e-06	Gene135
1.5407238516381815e-06	Gene17
9.990677444502183e-07	Gene97
9.616077256014465e-07	Gene80
7.579506219661471e-07	Gene66
7.227151473777064e-07	Gene156
6.078368138578535e-07	Gene193
5.895592749560194e-07	Gene112
5.706931469944269e-07	Gene43
5.313102057794133e-07	Gene1
5.119024446668617e-07	Gene197
4.7512334715121365e-07	Gene113
4.328448125012711e-07	Gene19
3.291543115239257e-07	Gene167
3.145894773219452e-07	Gene123
3.0567843771415583e-07	Gene137
2.601718885790986e-07	Gene44
1.771435432341814e-07	Gene81
1.3820091183772946e-07	Gene39
1.1043911507236935e-07	Gene29
7.45400346713825e-08	Gene215
6.314666108755979e-08	Gene125
5.957917448380933e-08	Gene33
4.955203378674328e-08	Gene4
4.4118989671689616e-08	Gene154
2.7683199119404548e-08	Gene217
2.4498551489945167e-08	Gene205
2.3284861514034526e-08	Gene212
2.2886834802548297e-08	Gene32
1.1210885790468572e-08	Gene187
8.504603865429244e-09	Gene18
0.0	Gene99
0.0	Gene96
0.0	Gene92
0.0	Gene90
0.0	Gene9
0.0	Gene89
0.0	Gene87
0.0	Gene84
0.0	Gene83
0.0	Gene82
0.0	Gene78
0.0	Gene77
0.0	Gene76
0.0	Gene74
0.0	Gene70
0.0	Gene69
0.0	Gene67
0.0	Gene65
0.0	Gene63
0.0	Gene60
0.0	Gene6
0.0	Gene58
0.0	Gene56
0.0	Gene54
0.0	Gene53
0.0	Gene51
0.0	Gene49
0.0	Gene47
0.0	Gene37
0.0	Gene35
0.0	Gene34
0.0	Gene3
0.0	Gene213
0.0	Gene207
0.0	Gene201
0.0	Gene198
0.0	Gene196
0.0	Gene194
0.0	Gene191
0.0	Gene190
0.0	Gene185
0.0	Gene183
0.0	Gene182
0.0	Gene181
0.0	Gene180
0.0	Gene178
0.0	Gene175
0.0	Gene174
0.0	Gene173
0.0	Gene171
0.0	Gene170
0.0	Gene165
0.0	Gene160
0.0	Gene159
0.0	Gene158
0.0	Gene157
0.0	Gene153
0.0	Gene150
0.0	Gene145
0.0	Gene140
0.0	Gene14
0.0	Gene138
0.0	Gene129
0.0	Gene128
0.0	Gene127
0.0	Gene122
0.0	Gene120
0.0	Gene118
0.0	Gene11
0.0	Gene108
0.0	Gene107
0.0	Gene105
0.0	Gene103
0.0	Gene102
